Outlet_ID,area(sqft),tot_revnew,tot_icecream_vol,Clusters
5499,3800,3206890.0,6393.0,5
5606,4151,3396770.0,6831.200000000001,5
3910,5142,3265430.0,6522.8,5
9710,5461,3692030.0,7382.400000000001,5
6167,3600,3237310.0,6397.0,5
4109,3527,3710690.0,7414.0,5
3331,3913,3091830.0,6147.8,5
8071,645,1993070.0,3998.8,2
5229,1367,2064280.0,4141.6,2
2378,1991,1901760.0,3796.2000000000003,2
1329,1774,2132350.0,4239.2,2
4958,1357,1652280.0,3290.0,2
1860,481,1951710.0,3929.2000000000003,2
4394,123,2125890.0,4285.400000000001,2
9347,505,2285710.0,4558.8,2
4281,349,2157440.0,4302.2,2
5099,1517,1943510.0,3905.0,2
2180,1766,1955800.0,3920.4,2
5825,1894,1719640.0,3423.6000000000004,2
5889,465,2059140.0,4102.6,2
3214,1553,2260820.0,4519.400000000001,2
5436,1309,2094800.0,4183.400000000001,2
8133,528,2036470.0,4115.2,2
4976,670,2112860.0,4206.0,2
1072,1721,2108470.0,4223.0,2
4214,864,2056910.0,4125.0,2
8292,1130,2113760.0,4237.2,2
6573,1043,2012820.0,4007.8,2
9449,1795,1908170.0,3797.4,2
8354,542,2049290.0,4117.8,2
6408,509,2245600.0,4462.400000000001,2
7472,264,2298000.0,4586.0,2
1893,1583,1637760.0,3293.2000000000003,2
4779,632,2089170.0,4165.2,2
9777,151,1886390.0,3783.4,2
6542,955,2153970.0,4292.2,2
8443,655,2073230.0,4181.2,2
9903,1272,2297370.0,4623.0,2
8060,394,1981220.0,3923.0,2
2054,1155,2046920.0,4096.0,2
4026,306,2039980.0,4091.4,2
8142,886,1925190.0,3865.4,2
6823,699,1724020.0,3433.6000000000004,2
4883,763,1985110.0,3974.6000000000004,2
1494,152,2035590.0,4052.2000000000003,2
2283,125,1672170.0,3356.2000000000003,2
8159,289,2176040.0,4354.8,2
5158,727,1798450.0,3576.0,2
3310,521,2081000.0,4181.8,2
6379,1601,2066940.0,4104.6,2
4367,895,2090770.0,4189.0,2
6038,396,1901450.0,3862.0,2
7277,788,2160950.0,4306.8,2
4005,1996,1862660.0,3719.6000000000004,2
7383,556,1923760.0,3860.6000000000004,2
1902,1388,1959300.0,3890.0,2
2944,1237,1964550.0,3957.8,2
8405,852,1878500.0,3751.2000000000003,2
5868,1683,2121090.0,4213.6,2
8213,1149,1880370.0,3773.6000000000004,2
6526,854,2349790.0,4702.8,2
7994,1524,2144320.0,4307.400000000001,2
4323,614,1945570.0,3874.8,2
8399,268,1880090.0,3772.2000000000003,2
1763,329,2021260.0,4034.6000000000004,2
4434,471,1788070.0,3582.0,2
5518,1589,2011470.0,4046.6000000000004,2
6660,1235,2149730.0,4311.2,2
5971,1148,2161460.0,4331.6,2
9609,1162,1926950.0,3869.2000000000003,2
8654,287,2108960.0,4196.400000000001,2
6611,503,1898840.0,3815.8,2
5306,433,2120320.0,4272.6,2
2198,1013,2108490.0,4208.8,2
7212,1554,2119530.0,4186.2,2
3797,993,1745390.0,3496.0,2
6289,1838,1901970.0,3802.2000000000003,2
7851,9885,6855750.0,6200.0,7
8433,4602,7228600.0,6518.0,7
7772,4876,7086400.0,6399.0,7
9071,8088,7229650.0,6469.0,7
9508,5142,7237300.0,6475.0,7
4786,3783,8267600.0,7456.0,7
1844,3100,8636850.0,7768.0,7
5655,1413,7010350.0,6308.0,7
5772,5026,6305950.0,5686.0,7
8972,1790,8553750.0,7683.0,7
4138,4582,7469250.0,6755.0,7
5036,8351,6830300.0,6098.0,7
5538,6400,7271600.0,6539.0,7
7120,7288,7433050.0,6682.0,7
2648,6740,7131550.0,6421.0,7
3773,3234,7676350.0,6928.0,7
7763,8617,7786400.0,6970.0,7
6700,5208,8123300.0,7296.0,7
4232,1928,7329350.0,6625.0,7
5400,1989,7828550.0,7051.0,7
7409,2574,7858950.0,7092.0,7
5341,9896,6848500.0,6216.0,7
8769,9793,8029000.0,7251.0,7
4389,4734,7616650.0,6873.0,7
3968,8664,7309250.0,6640.0,7
5106,6656,7850550.0,7085.0,7
1417,5669,7837050.0,7064.0,7
7107,2049,7205850.0,6489.0,7
1338,4109,8282650.0,7477.0,7
8711,3776,7428100.0,6698.0,7
5939,3958,7783950.0,7020.0,7
1501,2403,7411850.0,6689.0,7
8461,1968,7547400.0,6792.0,7
7760,6981,8213950.0,7384.0,7
7239,9648,7148750.0,6438.0,7
7011,4585,7690750.0,6957.0,7
5166,5906,6613900.0,5910.0,7
7309,4208,7809400.0,7012.0,7
7858,4506,7873250.0,7103.0,7
3189,2515,7174350.0,6415.0,7
8753,9894,6892600.0,6187.0,7
5330,4946,6675100.0,6012.0,7
8463,3533,7748950.0,6995.0,7
4811,2375,7155050.0,6471.0,7
2291,2079,8035100.0,7223.0,7
9762,5290,6383950.0,5783.0,7
4857,6601,7761900.0,6986.0,7
2611,3867,7265000.0,6523.0,7
1954,7336,7387150.0,6605.0,7
9653,1856,7761500.0,6976.0,7
1137,2943,6793100.0,6152.0,7
2725,5242,8069800.0,7230.0,7
9348,7849,7770100.0,6980.0,7
6908,1011,8304150.0,7469.0,7
4785,5150,6412300.0,5763.0,7
7613,4635,6646850.0,6048.0,7
4557,9544,7292150.0,6596.0,7
4678,5636,8089200.0,7290.0,7
6278,1547,7780750.0,7006.0,7
3232,8896,7396400.0,6688.0,7
4584,3104,6808550.0,6121.0,7
1531,6928,8053450.0,7243.0,7
5557,2675,8279400.0,7490.0,7
6394,9329,7834900.0,7061.0,7
9802,6735,7423450.0,6673.0,7
9377,8291,7760050.0,6952.0,7
4951,3138,7632900.0,6817.0,7
2044,7373,8027250.0,7259.0,7
1024,3127,7726300.0,6943.0,7
4675,6086,7876950.0,7057.0,7
4176,1949,8484500.0,7656.0,7
9715,7037,7860600.0,7093.0,7
1575,4404,7069650.0,6315.0,7
5388,6033,7802000.0,7042.0,7
3222,2752,7465600.0,6740.0,7
4419,8694,7968750.0,7179.0,7
5677,5797,7447550.0,6722.0,7
3517,6050,7837950.0,7066.0,7
4527,4199,8160600.0,7367.0,7
2425,7389,6678550.0,6032.0,7
2932,6102,7419250.0,6675.0,7
5386,7419,7713900.0,6943.0,7
3153,9634,7174900.0,6482.0,7
7293,3939,6231000.0,5562.0,7
7204,9128,6710950.0,6003.0,7
4179,1873,8302900.0,7518.0,7
3227,3259,7552400.0,6798.0,7
8212,4372,6906750.0,6235.0,7
4875,1137,7446100.0,6678.0,7
9042,1937,7167750.0,6485.0,7
6554,6302,6357350.0,5734.0,7
5618,3061,7407850.0,6641.0,7
7788,6951,7229150.0,6525.0,7
4699,9425,7324600.0,6607.0,7
6697,7071,7786950.0,6975.0,7
3794,9219,8362100.0,7566.0,7
6954,5495,7399900.0,6721.0,7
7041,5603,8012650.0,7205.0,7
4931,4253,7497650.0,6753.0,7
3768,4743,7076950.0,6401.0,7
5679,7000,7894100.0,7086.0,7
5446,4436,7390150.0,6683.0,7
5799,2956,7875800.0,7082.0,7
6080,9023,7988300.0,7206.0,7
4170,6332,7607200.0,6827.0,7
8963,5745,6358350.0,5703.0,7
6641,6594,7511600.0,6780.0,7
4895,5335,7245700.0,6519.0,7
4035,1460,6914400.0,6215.0,7
6901,9587,6937950.0,6259.0,7
4859,6504,8431250.0,7618.0,7
4794,9547,6866750.0,6229.0,7
9926,3041,7465950.0,6706.0,7
6361,6462,7590300.0,6830.0,7
6475,3207,7609350.0,6828.0,7
1379,3391,7790350.0,7003.0,7
6600,5825,6724500.0,6064.0,7
7469,2088,6909450.0,6157.0,7
4099,4443,7986150.0,7203.0,7
6476,6318,8190300.0,7364.0,7
5468,9104,7961700.0,7188.0,7
4692,3784,7155000.0,6506.0,7
4473,2232,6668600.0,6016.0,7
1298,1728,6840400.0,6188.0,7
5654,2868,7756600.0,6947.0,7
6925,1155,7237650.0,6580.0,7
9760,5392,7721350.0,6940.0,7
2493,6069,7873600.0,7099.0,7
3343,2904,3789700.0,3397.0,0
2117,4732,3620750.0,3291.0,0
7140,2987,3474750.0,3116.0,0
7305,2702,3189150.0,2867.0,0
4010,1829,3810550.0,3426.0,0
3140,4278,3963850.0,3574.0,0
7346,4273,3637400.0,3295.0,0
8977,2265,3482200.0,3149.0,0
7937,2738,3258900.0,2929.0,0
2984,4885,4139650.0,3741.0,0
4622,1734,3353800.0,3055.0,0
6501,4881,3115050.0,2826.0,0
9424,2750,3635900.0,3278.0,0
1718,1506,3726800.0,3354.0,0
4775,1238,3388100.0,3064.0,0
2270,2255,3719750.0,3324.0,0
5002,1372,3514750.0,3145.0,0
7957,4444,7123400.0,6395.0,9
3899,3948,3863450.0,3484.0,0
9151,1203,4014600.0,3590.0,0
3662,3715,3560000.0,3201.0,0
7064,1085,3588000.0,3220.0,0
1819,1180,3503150.0,3177.0,0
6874,1212,3279250.0,2949.0,0
5532,1067,3565800.0,3223.0,0
3409,2069,3575250.0,3215.0,0
1214,2165,3458300.0,3130.0,0
4352,3379,3097200.0,2792.0,0
4469,3941,3672850.0,3307.0,0
2600,807,3727550.0,3337.0,0
8112,3667,3269150.0,2933.0,0
8924,1793,3368550.0,3053.0,0
6387,2031,3486250.0,3137.0,0
5720,2982,3807050.0,3423.0,0
4545,3643,3856750.0,3459.0,0
8569,1069,3847150.0,3472.0,0
1745,3898,3394450.0,3055.0,0
5440,2392,3304950.0,2986.0,0
7313,4155,2901250.0,2601.0,0
8975,2289,3511550.0,3197.0,0
6103,657,3305000.0,3008.0,0
8877,4989,3489300.0,3160.0,0
6037,3310,3746350.0,3382.0,0
1134,2961,3924200.0,3531.0,0
5840,4054,3772100.0,3401.0,0
1012,1931,3648650.0,3275.0,0
7290,4436,3605500.0,3242.0,0
3169,4284,3210850.0,2880.0,0
5381,1026,4018550.0,3606.0,0
1603,542,3872300.0,3472.0,0
2467,1741,3727900.0,3353.0,0
5942,3442,3501400.0,3147.0,0
1948,508,3999300.0,3621.0,0
9065,3825,3159300.0,2872.0,0
8333,3653,3320100.0,3003.0,0
6284,884,3541350.0,3197.0,0
2382,3579,3589600.0,3247.0,0
2582,896,3162250.0,2878.0,0
5432,3323,3902350.0,3520.0,0
1551,3939,3484300.0,3121.0,0
3767,3713,3199900.0,2878.0,0
3815,1826,3502500.0,3168.0,0
9642,3206,3819150.0,3457.0,0
5501,1883,3435950.0,3104.0,0
6675,1364,3066500.0,2756.0,0
3287,3535,3471650.0,3152.0,0
1953,1785,3526350.0,3187.0,0
5211,1691,3650350.0,3305.0,0
5562,1381,3991400.0,3616.0,0
4231,1814,3592750.0,3259.0,0
4669,1119,3307000.0,2990.0,0
5781,3871,3490950.0,3149.0,0
6904,2525,3645450.0,3293.0,0
7376,1517,3113300.0,2820.0,0
9948,2266,3400600.0,3093.0,0
6449,4567,3650550.0,3277.0,0
2005,1663,3771300.0,3380.0,0
4902,2498,3291550.0,2963.0,0
1743,4465,3074950.0,2779.0,0
3948,2103,3534650.0,3204.0,0
7573,1685,3791950.0,3391.0,0
1916,2834,3537100.0,3194.0,0
8444,2328,3446150.0,3109.0,0
9619,1411,3355650.0,3021.0,0
1360,3404,3729400.0,3365.0,0
3335,1357,3779750.0,3400.0,0
2456,4406,3694850.0,3312.0,0
3874,731,3584850.0,3239.0,0
5985,4672,3529500.0,3160.0,0
5264,670,3668350.0,3301.0,0
5393,2557,3578850.0,3226.0,0
9262,1374,3781200.0,3406.0,0
4301,3054,3119650.0,2793.0,0
4506,1547,3584850.0,3215.0,0
8552,2049,3501150.0,3132.0,0
5726,2055,3694000.0,3300.0,0
1726,1371,3275900.0,2948.0,0
6490,4565,3718600.0,3337.0,0
4368,1941,3998400.0,3609.0,0
9469,1783,3818550.0,3444.0,0
4158,7058,14938650.0,18618.800000000003,8
6886,8650,13486430.0,16407.6,8
3871,8529,13732570.0,16914.8,8
1808,8895,14930180.0,18376.6,8
3376,7751,13649840.0,16989.2,8
3551,9912,13455030.0,16475.4,8
5770,6192,13559640.0,16982.2,1
4587,4762,14880050.0,17931.2,1
1443,7264,16413470.0,19590.2,8
8689,4162,14876140.0,18485.800000000003,1
6976,7091,15169450.0,18385.2,8
9335,5178,14818350.0,18204.2,1
8750,6993,13707920.0,16699.8,8
6089,5234,14860180.0,18252.6,1
5178,6889,13900910.0,16932.2,8
2112,6875,14499780.0,18016.6,8
8167,4202,13503800.0,16210.2,1
3236,6626,13227310.0,16787.6,8
7167,9832,12701970.0,15640.0,8
7392,3432,13200300.0,17241.6,1
6385,8999,13989720.0,16841.4,8
7769,8495,13814100.0,17258.800000000003,8
6558,7864,13338970.0,16352.400000000001,8
2861,3331,13333690.0,16582.4,1
3024,3494,14386080.0,17667.0,1
9229,4031,15811340.0,18857.0,1
2729,9199,15634180.0,19431.0,8
9585,5795,13972300.0,17192.800000000003,1
7380,3159,14418020.0,17721.2,1
7388,6729,13175210.0,16032.6,8
9973,4038,13501430.0,16468.8,1
5062,9884,14615410.0,17552.4,8
7881,3187,14230960.0,17073.8,1
8909,5419,14329750.0,17820.4,1
6805,4434,14892730.0,18263.800000000003,1
7381,9104,15125910.0,18710.4,8
4487,5900,14993010.0,18474.0,1
3652,3672,13190150.0,16038.8,1
1811,9058,12779520.0,16098.4,8
9876,8339,28707890.0,35063.4,6
9061,5080,15366980.0,19175.800000000003,1
7945,7728,13675460.0,17275.6,8
6307,5882,12974550.0,15833.8,8
4041,9276,13541590.0,15868.400000000001,8
8145,3022,14505180.0,17722.6,1
4065,3181,13318860.0,16396.6,1
3607,9638,13968040.0,17435.0,8
9431,7876,13665730.0,16499.8,8
6296,7871,13129280.0,15957.2,8
9303,5670,15190560.0,18707.800000000003,1
8279,9682,14840970.0,18362.2,8
9035,6610,14604940.0,17809.2,8
6564,6151,14150470.0,17813.6,1
6602,7141,14535760.0,17816.4,8
6983,4685,12576990.0,15719.6,1
1772,9950,14446520.0,17942.2,8
7820,4619,14751480.0,18436.0,1
7377,4505,13001130.0,16114.6,1
9783,5445,13005300.0,16499.6,1
4230,3957,14489110.0,17666.800000000003,1
1093,8860,13255320.0,16314.6,8
4606,7528,14279080.0,17964.800000000003,8
6031,4802,14323540.0,17614.2,1
8648,5258,15593540.0,18420.4,1
2670,3801,13136420.0,16622.0,1
8786,7950,15383710.0,18968.0,8
1279,5486,13990200.0,17096.0,1
2929,7807,14411750.0,17453.0,8
6046,4654,13572580.0,17186.800000000003,1
8900,8172,15066390.0,18835.4,8
7690,3010,13960420.0,17385.800000000003,1
2390,3312,16178680.0,19481.800000000003,1
9160,6210,26707250.0,33431.0,6
5121,5515,15476160.0,18563.0,1
6510,3878,14095660.0,17003.0,1
7374,3507,14132720.0,17433.4,1
5426,8647,13273830.0,15914.0,8
3866,9099,13619700.0,16410.6,8
7369,9177,12712090.0,16114.6,8
4159,4762,14103900.0,17166.8,1
8330,6720,14348970.0,17173.0,8
8021,8416,13175270.0,16466.6,8
8246,3724,14355990.0,17577.800000000003,1
2798,5232,12964310.0,16341.6,1
5248,5877,14392100.0,17986.2,1
4810,6002,15581320.0,18536.2,1
7071,4946,13553970.0,16889.0,1
6487,4687,13600770.0,16847.800000000003,1
7574,4501,12443650.0,15575.0,1
3142,8429,14112660.0,16783.2,8
2321,5848,13710580.0,17509.800000000003,1
4601,6096,13905140.0,17725.4,1
4284,6693,14047310.0,17385.4,8
4172,7065,14681000.0,18191.800000000003,8
8417,3415,14157430.0,17597.6,1
9685,3487,15806900.0,18714.8,1
5390,7058,14943900.0,17755.6,8
3181,9345,13996520.0,17526.4,8
6967,6219,12469610.0,15173.8,8
9568,7978,14085480.0,17631.2,8
3689,7432,14584910.0,17895.800000000003,8
4865,6572,13614060.0,16736.0,8
5287,7187,12762820.0,15726.400000000001,8
1479,3680,14527590.0,17982.800000000003,1
6304,8454,14697990.0,17876.4,8
2367,7253,14473160.0,18367.800000000003,8
8784,4828,14532320.0,17541.0,1
1795,9296,16543060.0,20587.0,8
7192,3297,13953500.0,17550.4,1
3386,3837,14608680.0,18134.4,1
4360,5299,14838480.0,18044.0,1
3458,8811,14847460.0,18360.800000000003,8
9807,9730,14650890.0,18207.6,8
1484,6129,14277960.0,18260.800000000003,1
6927,7214,13005950.0,16313.8,8
1764,9126,13561930.0,16851.6,8
3881,6122,13600630.0,16804.4,1
5899,5384,14451770.0,18152.4,1
3935,7540,15519040.0,19051.800000000003,8
3739,3753,13992770.0,17434.0,1
3999,8513,13273770.0,16555.4,8
7496,7110,12659070.0,15904.8,8
6459,7748,13339140.0,16132.2,8
1886,8717,15473450.0,19493.4,8
6357,6041,14015250.0,17367.0,1
5662,8392,15006410.0,18245.0,8
2521,6157,15067340.0,18674.0,1
6909,5141,14015520.0,17686.0,1
7109,7931,12281080.0,15678.800000000001,8
1193,3871,15435180.0,19068.4,1
2156,8451,14587390.0,17986.4,8
8908,4057,14372530.0,17741.800000000003,1
3844,8838,13845880.0,17656.0,8
5839,9051,14651460.0,17941.0,8
8854,6512,14488400.0,17979.2,8
7199,6197,14089220.0,16747.4,8
5641,3519,14850610.0,18699.0,1
6078,3611,14948280.0,18351.4,1
3247,6942,13038840.0,15966.6,8
5728,9369,13949960.0,17453.6,8
7793,7077,14710310.0,18026.800000000003,8
3590,9785,15356850.0,18375.2,8
1480,7993,13620810.0,17277.2,8
9617,7025,14719340.0,18104.2,8
7452,5092,14295120.0,16990.6,1
8837,6985,13814580.0,17566.800000000003,8
7612,4984,13599320.0,16913.2,1
6613,6816,15033460.0,18644.800000000003,8
8422,5765,13234230.0,16518.2,1
3075,8411,14572610.0,17486.0,8
9412,4128,13572930.0,17229.2,1
5407,7627,12494810.0,15797.2,8
2463,4904,13779570.0,17123.4,1
8891,6382,14822870.0,18337.800000000003,1
9190,3682,14163560.0,17644.4,1
3289,9894,13428950.0,16803.4,8
2628,6290,15387270.0,18848.800000000003,1
3213,4321,14612920.0,18078.800000000003,1
8017,6863,15229040.0,18767.0,8
9917,6571,13123940.0,16403.2,8
7796,7250,14087660.0,17609.0,8
9455,5691,14836390.0,18201.4,1
1768,9241,14567700.0,18196.4,8
5233,4275,14992470.0,18263.0,1
2342,4817,14119220.0,17242.6,1
6295,7373,13788530.0,17478.2,8
3529,8921,13346780.0,16933.0,8
4831,5701,14673650.0,17445.6,1
6929,4062,14642410.0,18578.0,1
7538,3507,13893580.0,17335.4,1
2828,5525,15592290.0,18778.4,1
5520,5588,13997910.0,17118.800000000003,1
9488,7484,13949290.0,17853.800000000003,8
4716,5978,13047940.0,15526.400000000001,8
4011,4589,13813160.0,16837.0,1
6799,3927,14377070.0,18142.800000000003,1
8662,5650,14876410.0,18072.0,1
3534,8683,14106620.0,18042.0,8
1654,6110,14554120.0,17840.6,1
6620,4748,13422910.0,16383.6,1
9871,8418,14069910.0,17462.2,8
5023,9137,14452600.0,17848.800000000003,8
8269,7631,13292890.0,16642.6,8
2432,9738,13068630.0,16353.8,8
2031,5787,13892800.0,16877.6,1
4023,7984,14348530.0,17761.800000000003,8
9118,6384,14128700.0,17370.800000000003,8
2370,6960,14093620.0,17318.6,8
6226,6786,13665580.0,17023.800000000003,8
9513,6231,15090990.0,18365.4,1
1625,6734,14248400.0,18053.800000000003,8
2860,5003,13849320.0,17470.800000000003,1
1530,7824,14960530.0,18509.800000000003,8
3330,6365,13656750.0,16712.4,8
8613,8614,13101160.0,15996.8,8
8045,7117,15421040.0,19411.6,8
3839,5199,13500030.0,16768.0,1
7137,3049,29132180.0,35339.2,6
7222,6586,15755570.0,19448.2,1
2886,8292,13130910.0,15910.2,8
7018,6084,14227060.0,18218.6,1
2928,9625,15250400.0,19288.800000000003,8
8162,9751,14161180.0,17342.800000000003,8
9556,5734,14471930.0,18366.0,1
4087,3967,14995710.0,18529.6,1
8940,4408,13870370.0,17128.4,1
5627,6072,14808270.0,19016.0,1
9211,4797,15729320.0,19050.6,1
4978,9020,13854710.0,17313.800000000003,8
7473,3872,13916130.0,17650.6,1
4542,8024,14407150.0,17778.2,8
5646,6920,13474580.0,17182.800000000003,8
4924,4242,13701450.0,16676.2,1
3570,8867,13675940.0,17571.4,8
3922,6082,13090700.0,16422.4,1
1043,8892,13400100.0,16665.0,8
2400,7351,12717210.0,15739.2,8
1136,6590,14557030.0,17614.4,8
6397,6449,13209140.0,16735.2,8
1611,8889,14856200.0,17953.6,8
1908,3011,15418990.0,18188.2,1
6849,5160,15531120.0,19389.2,1
9403,3301,14392850.0,17553.2,1
2327,5054,13878670.0,17127.2,1
5463,7535,13811120.0,17368.2,8
5758,9310,13961040.0,17008.4,8
3205,4214,13939590.0,17362.2,1
5498,4177,13139920.0,16634.4,1
8892,5185,15211980.0,19046.800000000003,1
9712,6622,15488860.0,18626.4,8
4878,9697,14613190.0,18326.0,8
8989,4435,13366620.0,16545.2,1
6869,5051,15690370.0,19700.6,1
6228,3382,14707430.0,18309.0,1
8739,6706,15499690.0,18128.0,8
9784,3613,13247100.0,16330.8,1
6958,6420,14678820.0,17739.6,8
8884,9622,14607430.0,17940.800000000003,8
7910,3625,14655060.0,18125.6,1
7834,6243,14096930.0,17654.2,1
5163,6054,14570960.0,18678.0,1
1467,6696,15317250.0,17855.2,8
1840,8463,14473830.0,18730.800000000003,8
1566,8843,13847280.0,16435.4,8
2138,7184,15730900.0,18713.800000000003,8
5124,9043,14195720.0,18191.0,8
2241,6477,13029650.0,16546.800000000003,8
1721,3165,14251980.0,17312.0,1
1029,5294,13401160.0,16518.0,1
4908,6312,15247440.0,18734.0,1
